"n" "mu" "sigma" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
1000 1 5 719 1 1.1218720078849 2 FALSE ""
1400 1 1 535 2 1.01810559733659 1.06669823650375 FALSE ""
200 1.5 5 212 3 1.76765380646464 2 FALSE ""
600 1 5 62 4 1.10755279878443 2 FALSE ""
200 1 1 160 5 1.00101100064209 0.953469505991902 FALSE ""
600 1 5 554 6 1.12896739072427 2 FALSE ""
200 1 1 316 7 0.996476027579932 1.02696472935955 FALSE ""
1400 1 5 698 8 1.09323800750712 2 FALSE ""
1000 1 1 297 9 0.993619523924082 0.976732232722723 FALSE ""
200 1 1 19 10 1.03367712090986 1.10584497048028 FALSE ""
200 1.5 1 219 11 1.56357482017077 1.12100919377347 FALSE ""
600 1.5 1 173 12 1.53787683267348 1.06718679206692 FALSE ""
200 1.5 1 320 13 1.45905813892885 1.10280273984646 FALSE ""
1400 1.5 5 598 14 1.72646156319326 2 FALSE ""
1400 1 5 897 15 1.10724349614128 2 FALSE ""
600 1.5 5 855 16 1.46006519730669 4.46038959447405 FALSE ""
200 1 1 951 17 0.917247801604342 0.746617641520185 FALSE ""
600 1 5 986 18 1.09853013260496 2 FALSE ""
200 1 1 893 19 0.998676980540469 1.09603004916936 FALSE ""
600 1.5 5 431 20 1.49123289238081 5.10471493846675 FALSE ""
200 1 5 527 21 1.065095615242 2 FALSE ""
600 1.5 5 49 22 1.69838203534311 2 FALSE ""
200 1 1 918 23 1.01320243755427 0.949368417876378 FALSE ""
600 1.5 1 704 24 1.55180650388951 1.09484370061117 FALSE ""
200 1.5 5 390 25 1.73869687158953 2 FALSE ""
1400 1 5 485 26 1.08527926577854 2 FALSE ""
1000 1.5 1 545 27 1.46623652482441 0.927613086186609 FALSE ""
1000 1 5 768 28 1.09879059919309 2 FALSE ""
200 1.5 5 693 29 1.77386358271564 2 FALSE ""
1000 1.5 5 767 30 1.78368010490379 2 FALSE ""
1000 1.5 5 324 31 1.65328008873133 2 FALSE ""
1400 1 5 213 32 1.0919045574835 2 FALSE ""
1400 1 1 409 33 1.01892360373744 1.03417710984077 FALSE ""
600 1.5 1 47 34 1.55466137118866 0.985979100050672 FALSE ""
1400 1.5 1 167 35 1.48312129479018 0.955978978658124 FALSE ""
1000 1.5 1 534 36 1.48483716912238 0.929894525755163 FALSE ""
1000 1.5 5 183 37 1.71878892277651 2 FALSE ""
1400 1 1 319 38 0.98877933628055 0.98113715414591 FALSE ""
600 1 5 543 39 1.09925491412084 2 FALSE ""
200 1.5 5 989 40 1.49341996894932 4.50436126658551 FALSE ""
600 1.5 5 661 41 1.74551013687335 2 FALSE ""
600 1.5 1 736 42 1.4761665109912 0.963643666872704 FALSE ""
1000 1 5 378 43 1.12197977420047 2 FALSE ""
200 1 5 306 44 1.1411131104317 2 FALSE ""
1400 1 5 603 45 1.02311169382257 5.42865740424513 FALSE ""
200 1 1 382 46 0.99368800996032 1.19281520442768 FALSE ""
200 1.5 1 158 47 1.41915340586636 1.03928290045606 FALSE ""
1400 1.5 5 89 48 1.71598640701363 2 FALSE ""
200 1.5 5 500 49 1.81358781422113 2 FALSE ""
600 1 5 722 50 1.12047984338146 2 FALSE ""
600 1 1 174 51 0.918347318823995 0.930211720123098 FALSE ""
600 1.5 1 29 52 1.45865000553182 0.927999470907215 FALSE ""
200 1 1 575 53 1.00597343824016 0.991075620320891 FALSE ""
200 1 1 273 54 1.00542217015357 0.984346484169676 FALSE ""
200 1 5 284 55 1.10330207792999 2 FALSE ""
600 1.5 5 395 56 1.75875512477165 2 FALSE ""
1000 1 1 832 57 0.978148278896943 0.973658116269384 FALSE ""
600 1 1 933 58 0.990979267066214 1.01939093348385 FALSE ""
1400 1 1 645 59 0.980216742962485 0.933784158138744 FALSE ""
1400 1.5 5 246 60 1.73187851843128 2 FALSE ""
200 1 5 663 61 1.07894656234471 2 FALSE ""
1000 1.5 5 544 62 1.50772038364158 5.2953413173725 FALSE ""
1000 1 1 390 63 0.980501824415599 0.963463292150285 FALSE ""
200 1 1 167 64 0.954140928703506 1.13089231048282 FALSE ""
1000 1 1 323 65 1.02877812502474 1.03092894013993 FALSE ""
1400 1 5 844 66 1.09104863975782 2 FALSE ""
1400 1.5 5 61 67 1.72410227182302 2 FALSE ""
1000 1.5 1 834 68 1.47048934633822 0.978675244111002 FALSE ""
200 1.5 5 984 69 1.55173292013391 8.20775377958963 FALSE ""
200 1 1 287 70 0.954188058547286 0.947620626597544 FALSE ""
1400 1.5 5 648 71 1.67884697894757 2 FALSE ""
200 1 1 666 72 1.05720949297007 1.39025496133505 FALSE ""
1400 1 5 957 73 1.07881932166592 2 FALSE ""
600 1.5 5 747 74 1.74575910631317 2 FALSE ""
200 1.5 1 991 75 1.46132541750391 1.09293084814962 FALSE ""
1000 1 5 105 76 1.1086961825675 2 FALSE ""
200 1.5 5 320 77 1.77604884300234 2 FALSE ""
600 1 5 358 78 1.12364583895562 2 FALSE ""
600 1.5 1 218 79 1.57208347724136 1.09351124337937 FALSE ""
600 1 1 765 80 1.00772046607909 0.972210431503152 FALSE ""
600 1.5 5 971 81 1.75060181011266 2 FALSE ""
200 1.5 5 418 82 1.73714246458835 2 FALSE ""
600 1.5 1 856 83 1.57553699636191 1.08502711008244 FALSE ""
1000 1 1 409 84 0.980879642101362 1.02662017588589 FALSE ""
200 1 1 915 85 0.92631098235991 1.03765763259585 FALSE ""
600 1.5 1 108 86 1.5005834353818 0.974643074482692 FALSE ""
200 1 1 931 87 0.892050774456206 0.826265393303281 FALSE ""
600 1.5 5 132 88 1.6828078811797 2 FALSE ""
1000 1.5 5 537 89 1.70623540465041 2 FALSE ""
1400 1.5 5 647 90 1.68943171567179 2 FALSE ""
600 1 5 785 91 1.09177653468727 2 FALSE ""
1000 1.5 1 505 92 1.5164846359574 1.02083494112457 FALSE ""
200 1.5 5 437 93 1.52907006638568 5.99142210645894 FALSE ""
1000 1.5 5 777 94 1.71589887100464 2 FALSE ""
600 1.5 5 845 95 1.76184532494997 2 FALSE ""
200 1.5 5 688 96 1.46705453881012 4.61489825387344 FALSE ""
1000 1.5 5 925 97 1.71071628343166 2 FALSE ""
200 1.5 1 806 98 1.41364201038959 0.947312177067791 FALSE ""
1400 1.5 5 37 99 1.74316016407727 2 FALSE ""
1000 1 1 182 100 1.01775016687484 1.02614305671123 FALSE ""
1400 1.5 5 113 101 1.73142119441849 2 FALSE ""
1400 1.5 5 176 102 1.74171657313197 2 FALSE ""
600 1 1 771 103 1.03763891056726 1.05696461414833 FALSE ""
600 1.5 5 574 104 1.75362369275967 2 FALSE ""
200 1.5 1 480 105 1.49454863429709 1.20879894176582 FALSE ""
200 1.5 1 317 106 1.60561399941012 1.0820822384217 FALSE ""
600 1 5 567 107 1.10417026956378 2 FALSE ""
600 1 1 638 108 1.02385420516202 1.03504058017561 FALSE ""
1000 1 5 407 109 1.10293689547673 2 FALSE ""
600 1 5 394 110 1.07823556080808 2 FALSE ""
600 1 5 85 111 1.13324326106462 2 FALSE ""
200 1 5 903 112 1.09713351993696 2 FALSE ""
200 1 5 907 113 1.10846613445796 2 FALSE ""
600 1.5 1 234 114 1.55096891740543 1.08084298851241 FALSE ""
200 1 5 232 115 0.996827620537558 5.34154209560345 FALSE ""
1400 1.5 1 23 116 1.44152909035412 0.966770301490008 FALSE ""
600 1.5 1 251 117 1.33594846256859 0.91594489094096 FALSE ""
600 1.5 1 307 118 1.60072654376579 1.03473084770869 FALSE ""
1000 1.5 1 316 119 1.54047744347159 1.02174886894625 FALSE ""
600 1 5 401 120 1.07040303037163 2 FALSE ""
600 1.5 5 659 121 1.72267414196026 2 FALSE ""
200 1 1 720 122 0.993697481764453 1.02253037903605 FALSE ""
1000 1 1 53 123 1.03612285148369 1.03956719465431 FALSE ""
1400 1 5 941 124 1.10573822380744 2 FALSE ""
200 1 5 720 125 1.12631445364699 2 FALSE ""
600 1.5 1 262 126 1.50989481033201 0.970716280798831 FALSE ""
1000 1.5 1 922 127 1.55048944920825 0.994911766436278 FALSE ""
600 1.5 5 319 128 1.67054839204242 2 FALSE ""
1000 1.5 1 548 129 1.45981090841394 0.966292480286257 FALSE ""
1000 1 1 575 130 1.03385038556626 1.05952341368884 FALSE ""
600 1.5 5 81 131 1.72220565727284 2 FALSE ""
600 1 5 704 132 1.14146059061304 2 FALSE ""
600 1 1 683 133 0.967343913555472 1.08664059227281 FALSE ""
200 1.5 1 221 134 1.64415369420975 0.996384865136629 FALSE ""
600 1 5 836 135 1.10170624788152 2 FALSE ""
600 1.5 5 216 136 1.77082075317279 2 FALSE ""
1000 1 1 630 137 1.0020573263202 0.948921206474827 FALSE ""
600 1 5 3 138 1.11956378311142 2 FALSE ""
600 1 1 129 139 0.968262652446577 0.914055824845881 FALSE ""
600 1 5 473 140 1.0907780720707 2 FALSE ""
200 1 1 392 141 0.968293625031488 0.870791038130746 FALSE ""
1000 1 5 602 142 1.0606664103943 2 FALSE ""
1400 1 1 349 143 1.04328223089518 1.0102558786295 FALSE ""
1000 1.5 5 276 144 1.7348824713245 2 FALSE ""
1000 1.5 1 845 145 1.42430022052735 1.04865401907882 FALSE ""
200 1 5 222 146 1.0575630982676 2 FALSE ""
1400 1.5 1 705 147 1.51610331827394 0.945581167024192 FALSE ""
1400 1 5 853 148 1.1176522145695 2 FALSE ""
200 1.5 5 135 149 1.67086426118955 2 FALSE ""
600 1 1 275 150 0.973997601959559 0.957851813601178 FALSE ""
600 1.5 1 235 151 1.43845278150581 0.94629348574411 FALSE ""
200 1.5 5 918 152 1.64495232232106 2 FALSE ""
1400 1.5 5 164 153 1.73628865038908 2 FALSE ""
