"n" "mu" "sigma" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
400 0.75 0.5 262 1 0.756279905183922 0.430340777875263 FALSE ""
200 0.75 25 478 2 0.739508250672218 24.8907349790024 FALSE ""
600 1 25 291 3 1.00944582171678 23.6301957697794 FALSE ""
200 1 0.5 6 4 1.06631002295907 0.500248175285824 FALSE ""
200 1.5 0.5 843 5 1.63084589339767 0.422000513565789 FALSE ""
800 1 25 199 6 0.99415501153214 26.177304899492 FALSE ""
600 1.5 0.5 659 7 1.39366084578393 0.476511792611851 FALSE ""
400 0.75 0.5 820 8 0.725497266443783 0.516884452256348 FALSE ""
200 1 25 862 9 1.00049466662778 24.6954423846713 FALSE ""
600 1 0.5 744 10 0.922458735795024 0.493512685758716 FALSE ""
400 0.75 25 635 11 0.753977863348353 26.8641823246968 FALSE ""
200 0.75 0.5 86 12 0.799104898899087 0.480099538227914 FALSE ""
200 0.75 25 308 13 0.766471656892853 30.4602143403418 FALSE ""
400 1.5 0.5 167 14 1.48245875797225 0.545347118328828 FALSE ""
600 0.75 0.5 941 15 0.737961892208995 0.457373783585632 FALSE ""
1000 1.5 25 927 16 1.51267783299233 26.5384075345009 FALSE ""
400 1 25 931 17 0.992993432360117 26.5988630423657 FALSE ""
800 1.5 25 364 18 1.49435590878579 26.6822233229536 FALSE ""
200 0.75 25 722 19 0.771829087988806 26.8838071662782 FALSE ""
400 1 25 251 20 1.00497687216426 26.1384621373892 FALSE ""
1000 1.5 25 781 21 1.50353657299852 24.9479165665982 FALSE ""
600 0.75 0.5 448 22 0.675014341536253 0.501372127995725 FALSE ""
1000 1.5 0.5 50 23 1.45919215866066 0.474129518026947 FALSE ""
1000 1.5 25 179 24 1.48979708350099 23.7117027988351 FALSE ""
200 1.5 25 199 25 1.5153936558249 27.4656096923261 FALSE ""
200 0.75 0.5 110 26 0.705368191340744 0.474531501145506 FALSE ""
400 1 0.5 924 27 0.936912138986244 0.450857888315571 FALSE ""
200 1 0.5 651 28 1.01538833933939 0.536886470663381 FALSE ""
800 1.5 0.5 642 29 1.39468046575528 0.493692521169187 FALSE ""
1000 1.5 0.5 34 30 1.51939559103678 0.490264242788779 FALSE ""
600 1 0.5 996 31 1.01268486398208 0.550458578966257 FALSE ""
600 1 25 384 32 0.996375619200624 22.6224288118006 FALSE ""
800 0.75 25 36 33 0.750181474382781 22.8111378612808 FALSE ""
400 1 25 878 34 0.989212390335812 25.1876251593246 FALSE ""
800 0.75 0.5 348 35 0.735683769564688 0.50157841898619 FALSE ""
200 1.5 25 670 36 1.51952756253817 24.0185975719153 FALSE ""
1000 1 0.5 663 37 1.02846541734124 0.496352561317473 FALSE ""
1000 1.5 0.5 271 38 1.50566002498294 0.482566182407825 FALSE ""
800 1 0.5 756 39 1.06414983854739 0.487533093300517 FALSE ""
800 1.5 25 194 40 1.49652568436184 25.836209681829 FALSE ""
1000 1.5 0.5 738 41 1.54122267822562 0.501004138877509 FALSE ""
400 0.75 0.5 464 42 0.778287098372187 0.527740241396038 FALSE ""
1000 1.5 25 332 43 1.51452208541569 26.8305076862963 FALSE ""
600 1 25 86 44 0.995054107129012 25.2504296991764 FALSE ""
600 1 25 109 45 0.999382013775507 23.6295668150333 FALSE ""
800 1.5 0.5 112 46 1.47534844917428 0.511690185440669 FALSE ""
800 1 0.5 637 47 0.905432570630891 0.558573338336632 FALSE ""
200 0.75 25 512 48 0.7576090174518 27.0681193940994 FALSE ""
1000 0.75 25 928 49 0.750037478734896 27.356271385878 FALSE ""
800 1 25 537 50 1.0042192873253 26.9523712913387 FALSE ""
800 1.5 25 888 51 1.50029348043275 24.3675618043215 FALSE ""
600 0.75 25 569 52 0.739112204903089 26.2709247192097 FALSE ""
400 0.75 25 33 53 0.767625079464176 25.4496451951075 FALSE ""
800 1.5 0.5 694 54 1.54768315779116 0.528645467725532 FALSE ""
1000 0.75 0.5 295 55 0.77761621120015 0.512016134474337 FALSE ""
800 0.75 0.5 180 56 0.741406466335157 0.542146829268448 FALSE ""
600 1 0.5 366 57 0.961215300697618 0.529209663830599 FALSE ""
400 0.75 0.5 585 58 0.771145120284506 0.456114174282847 FALSE ""
800 1 25 705 59 0.99779420860314 24.096854959741 FALSE ""
200 1.5 25 490 60 1.47352116236182 24.2257107655983 FALSE ""
400 0.75 0.5 444 61 0.71391994388874 0.55565691173191 FALSE ""
1000 0.75 0.5 267 62 0.718279138161455 0.494801412225441 FALSE ""
600 1.5 0.5 499 63 1.52049444514447 0.504819225274143 FALSE ""
400 1.5 25 819 64 1.49737855824386 28.9650662521443 FALSE ""
1000 1.5 25 549 65 1.51846196754587 22.8144959212515 FALSE ""
800 0.75 25 427 66 0.753357953601574 24.4170342937602 FALSE ""
200 0.75 0.5 120 67 0.697966786468741 0.576206742875532 FALSE ""
800 1 25 814 68 1.00207914523983 27.1410453761086 FALSE ""
600 0.75 0.5 530 69 0.757244642518586 0.447606071291206 FALSE ""
1000 0.75 25 156 70 0.75155001553655 25.1071106745073 FALSE ""
200 1.5 0.5 919 71 1.4107994102239 0.59345174688091 FALSE ""
800 1.5 25 119 72 1.51034266167392 24.7952170993502 FALSE ""
1000 0.75 25 924 73 0.748689668601308 26.1456649096703 FALSE ""
1000 1.5 0.5 172 74 1.46744287560549 0.503089401672158 FALSE ""
1000 0.75 0.5 858 75 0.725869519763403 0.507330296220136 FALSE ""
600 1 25 313 76 1.00631426464794 23.8719772135808 FALSE ""
800 1.5 25 159 77 1.50274617255474 26.939532347551 FALSE ""
800 0.75 0.5 14 78 0.764300698154795 0.552389999263555 FALSE ""
400 0.75 0.5 791 79 0.719109359834963 0.509754533739129 FALSE ""
1000 1.5 0.5 21 80 1.52986862214424 0.485300593155547 FALSE ""
200 0.75 25 666 81 0.734400134736567 26.5494730594854 FALSE ""
400 1.5 0.5 508 82 1.64229087359448 0.464672576349819 FALSE ""
800 0.75 25 354 83 0.748457328457781 24.7976039578408 FALSE ""
400 0.75 25 518 84 0.755797668467979 27.903098198377 FALSE ""
1000 1.5 0.5 381 85 1.48707948214898 0.52137956768108 FALSE ""
400 1.5 0.5 859 86 1.48060113354974 0.591101982769805 FALSE ""
600 1.5 25 85 87 1.49267232061239 26.2135607360889 FALSE ""
200 1 0.5 545 88 0.886619350488867 0.518824219441878 FALSE ""
