"n" "rep" "id" "beta_0_hat" "beta_1_hat" "gamma_0_hat" "gamma_1_hat" "error" "errorMessage"
1000 787 1 0.687855960901112 0.0714832916326426 -0.917164548155345 0.386917830753741 FALSE ""
600 730 2 0.305606572108991 0.446031632125307 -0.963348859670121 0.536635612312581 FALSE ""
400 437 3 0.516134068872917 0.367180718381344 -0.854953952476157 0.297466866882856 FALSE ""
600 94 4 0.491059897369725 0.528984258063677 -1.11569777775656 0.706640431826055 FALSE ""
600 995 5 0.635231818611188 0.218248094276155 -0.984287926229158 0.492458813284155 FALSE ""
1000 230 6 0.421285937712405 0.491984970350319 -0.918256229156504 0.531238125756067 FALSE ""
200 578 7 0.762743505171019 0.138866266296686 -1.04253401236353 0.553531930135223 FALSE ""
600 842 8 0.644375738127975 0.248558693534526 -0.873316583882849 0.261215609925145 FALSE ""
800 43 9 0.688357417501862 0.0942110709952693 -0.895731485213535 0.42702769954589 FALSE ""
200 982 10 0.651214155616072 0.146800082066256 -1.02779127436036 0.489269094806479 FALSE ""
400 485 11 0.308456589551508 0.58654400204774 -0.876011167254202 0.515900417150711 FALSE ""
800 967 12 0.609219723053483 0.344198634083799 -1.0000234353247 0.552575474626324 FALSE ""
600 981 13 0.575789591227878 0.435377563019574 -0.865478537715 0.290616613223806 FALSE ""
200 323 14 0.778620637306127 0.272404184538378 -1.14031624081193 0.755626997453329 FALSE ""
200 543 15 0.859608418017429 -0.0135042988690761 -0.873433081319633 0.0276171596153056 FALSE ""
600 455 16 0.387144806893383 0.654743590860416 -1.02516811475468 0.459179857053602 FALSE ""
200 565 17 0.167794120801951 0.87940873763244 -0.781273491157561 0.360888576327935 FALSE ""
800 352 18 0.556760718925478 0.350656474581769 -0.994445825121335 0.420801001087032 FALSE ""
200 681 19 0.901321106030194 -0.212466056952389 -1.04635873395189 0.504459475014583 FALSE ""
800 848 20 0.700309453116409 0.0803779620011392 -0.908024066071493 0.287547257117424 FALSE ""
200 317 21 0.685661007518355 0.00835264010732643 -1.09455660353052 0.71414084083304 FALSE ""
1000 643 22 0.60056768930271 0.244824303053501 -0.934828601560188 0.506829978737366 FALSE ""
400 24 23 0.449378938732309 0.693056004273092 -0.844291900043447 0.349729675394041 FALSE ""
400 861 24 0.442373121117563 0.459310520013298 -1.00816441615375 0.628703629483496 FALSE ""
1000 931 25 0.334227758094645 0.551282741051944 -0.843991005998839 0.357940912029458 FALSE ""
800 512 26 0.526931082279471 0.450605223944797 -0.954762797561444 0.435402773680417 FALSE ""
200 886 27 0.416963224049855 0.416206501202643 -0.824253631135883 0.392336774035841 FALSE ""
600 125 28 0.505483455740746 0.440444909152517 -0.959878993917464 0.663426771916411 FALSE ""
400 82 29 0.395976409801146 0.653553279296947 -0.710046732582952 -0.0298579032651372 FALSE ""
800 239 30 0.544474790099054 0.339749409053611 -0.808979931937338 0.313552111043629 FALSE ""
600 139 31 0.654146259613249 0.298397323283171 -0.891301896874498 0.429384742482102 FALSE ""
200 71 32 0.267069023308552 0.88135229215252 -1.01234634620101 0.606925084367017 FALSE ""
800 551 33 0.576493531929894 0.184818585168113 -0.860418077913564 0.320224674161306 FALSE ""
400 838 34 0.468163890976252 0.558360910471948 -0.841950841836586 0.365667227668178 FALSE ""
200 300 35 0.690648417999216 0.369994672440977 -0.903747169453234 0.538968679866735 FALSE ""
200 647 36 0.524495659938733 0.0238635130216144 -0.71626677637083 0.147462466410058 FALSE ""
600 163 37 0.582732225631797 0.451283450470565 -0.75085511852951 -0.00735933114221707 FALSE ""
1000 371 38 0.652358898347626 0.205140138878514 -0.78108167061787 0.276941279320754 FALSE ""
1000 25 39 0.493097840110091 0.412887589085258 -0.808971235455029 0.29297031780856 FALSE ""
400 808 40 0.593197088298408 0.343480093118944 -1.05497517594797 0.643334888812198 FALSE ""
400 756 41 0.676419938938214 0.0296789807910655 -0.827200169385028 0.316025842621547 FALSE ""
200 469 42 0.487852827267883 0.570506600598821 -1.18205887168611 0.660658679341284 FALSE ""
1000 279 43 0.444016972571706 0.432420057453491 -0.826823450436559 0.427474346135034 FALSE ""
1000 297 44 0.392658818591655 0.582641662109637 -0.860879571777774 0.436839568417176 FALSE ""
600 51 45 0.356406245336229 0.685980039095192 -0.829897443416534 0.24666915979484 FALSE ""
400 700 46 0.444652254785878 0.505000054123987 -0.73445840787706 0.160069068069439 FALSE ""
400 772 47 0.223244841729099 0.849661757825779 -0.930428132607935 0.611680170988624 FALSE ""
1000 356 48 0.503704162121644 0.391993513846368 -0.965556786338632 0.529760744217279 FALSE ""
200 719 49 0.373334113863966 0.574038162108559 -0.787501915018969 0.201104420209927 FALSE ""
600 517 50 0.525577309577106 0.430184544503942 -0.930470879274606 0.428457686222187 FALSE ""
400 227 51 0.824887905098641 -0.0170436421360625 -0.930208526852882 0.284517996217323 FALSE ""
1000 889 52 0.502843037038308 0.37936688446979 -0.951048731622816 0.497175095897668 FALSE ""
200 461 53 0.687424880984065 0.130387519454844 -0.460257784357436 -0.121626494696463 FALSE ""
200 409 54 0.27680049881882 0.583576086637568 -0.629138132856882 0.155709830526033 FALSE ""
600 346 55 0.472542026083709 0.255057066388149 -0.988189739958103 0.622242134163553 FALSE ""
800 863 56 0.300066770310101 0.635550090645823 -0.969135736265756 0.532835144498694 FALSE ""
200 37 57 0.313902500809323 0.681996341127907 -0.87137276072885 0.570807910230184 FALSE ""
